               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.053805,            0.069122,            0.016095,             0.53877,             0.42937,             0.45229,             0.17663,            0.056541,            0.056444,            0.018422,            0.008812,            0.008812,            0.008812
                  38,            0.054511,            0.076351,            0.015694,             0.42185,             0.43159,             0.37826,             0.15547,            0.053861,             0.05621,            0.019963,            0.008779,            0.008779,            0.008779
                  39,            0.052965,            0.071019,            0.014205,             0.58837,             0.40092,             0.43274,             0.18098,            0.054833,            0.055021,            0.015447,            0.008746,            0.008746,            0.008746
                  40,            0.053793,            0.072465,            0.014701,             0.44589,             0.48825,              0.4719,             0.18808,            0.053953,            0.057487,            0.013925,            0.008713,            0.008713,            0.008713
                  41,            0.052717,            0.072134,            0.013671,             0.52694,             0.42034,             0.43882,             0.17185,            0.055069,            0.056039,            0.020329,             0.00868,             0.00868,             0.00868
                  42,             0.05234,            0.069218,            0.013826,             0.54903,             0.48703,             0.51287,             0.22203,            0.052587,            0.053654,            0.014204,            0.008647,            0.008647,            0.008647
                  43,            0.053441,            0.068324,            0.013919,              0.5925,             0.45421,             0.48446,             0.20835,            0.052007,             0.05621,            0.015568,            0.008614,            0.008614,            0.008614
                  44,            0.051973,            0.067463,            0.012761,             0.62044,             0.43611,              0.4842,             0.20586,            0.054924,            0.055808,            0.013602,            0.008581,            0.008581,            0.008581
                  45,            0.051402,            0.068187,            0.012768,             0.50207,             0.46423,             0.47337,             0.21061,            0.052052,            0.056853,            0.017501,            0.008548,            0.008548,            0.008548
                  46,            0.051611,             0.06694,             0.01198,             0.49795,             0.47874,             0.47189,             0.20987,            0.051956,            0.055638,            0.017545,            0.008515,            0.008515,            0.008515
                  47,            0.050393,            0.067854,             0.01244,             0.52554,             0.50683,             0.48459,             0.19838,            0.052926,            0.053248,            0.012882,            0.008482,            0.008482,            0.008482
                  48,            0.051996,            0.069243,            0.011915,             0.62624,             0.42132,             0.47186,              0.2067,            0.053594,            0.058564,            0.015062,            0.008449,            0.008449,            0.008449
                  49,            0.051326,            0.066069,            0.012664,               0.615,             0.48417,             0.49687,             0.22206,            0.053809,            0.057436,            0.011807,            0.008416,            0.008416,            0.008416
                  50,            0.051637,            0.065055,            0.011897,             0.60027,             0.49353,             0.53078,             0.22505,            0.051981,            0.053177,            0.011794,            0.008383,            0.008383,            0.008383
                  51,            0.051104,            0.069473,            0.011917,               0.612,             0.44802,             0.49846,             0.21118,             0.05462,            0.055168,            0.014289,             0.00835,             0.00835,             0.00835
                  52,            0.050486,             0.06551,            0.010988,             0.56734,             0.55206,             0.52913,             0.22675,             0.05244,            0.053138,             0.01302,            0.008317,            0.008317,            0.008317
                  53,            0.049686,            0.065097,            0.010682,             0.65281,             0.48038,             0.56102,             0.22854,            0.051271,            0.057328,            0.012898,            0.008284,            0.008284,            0.008284
                  54,            0.051374,            0.064088,            0.010516,             0.60447,             0.51842,             0.53948,             0.23717,            0.050992,            0.055692,            0.015473,            0.008251,            0.008251,            0.008251
                  55,            0.050677,            0.069251,             0.00952,             0.66747,             0.49632,             0.55268,             0.24449,            0.053083,            0.053801,            0.012267,            0.008218,            0.008218,            0.008218
                  56,            0.050183,             0.06804,            0.010109,             0.69157,             0.52626,             0.56304,             0.23841,            0.052138,            0.053576,            0.010541,            0.008185,            0.008185,            0.008185
                  57,            0.050219,            0.067485,            0.010268,             0.66731,             0.50238,             0.55822,             0.23756,            0.051653,            0.053998,            0.014128,            0.008152,            0.008152,            0.008152
