               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  82,            0.020135,           0.0095812,           0.0020127,              0.9811,             0.95749,             0.99062,             0.80899,            0.016457,           0.0046168,           0.0036482,            0.004654,            0.004654,            0.004654
                  83,             0.01909,           0.0092162,           0.0021699,             0.98797,             0.97204,             0.98958,             0.81018,            0.016563,           0.0046158,           0.0022078,            0.004588,            0.004588,            0.004588
                  84,            0.019327,           0.0095733,           0.0020667,             0.97734,             0.96546,              0.9887,              0.7982,            0.017231,           0.0048456,           0.0031704,            0.004522,            0.004522,            0.004522
                  85,            0.019508,           0.0095021,           0.0018334,             0.96438,             0.97648,             0.98852,             0.80283,            0.016542,           0.0046908,           0.0027478,            0.004456,            0.004456,            0.004456
                  86,            0.019106,           0.0090892,           0.0014692,             0.98006,             0.97579,             0.99157,             0.81196,            0.016096,           0.0045499,           0.0046945,             0.00439,             0.00439,             0.00439
                  87,            0.018845,           0.0091818,           0.0015072,             0.97678,             0.98042,             0.99318,              0.8225,            0.016012,           0.0045469,            0.001941,            0.004324,            0.004324,            0.004324
                  88,            0.018544,           0.0092328,           0.0017248,              0.9767,             0.98042,             0.99355,             0.81533,            0.015336,           0.0045721,          0.00087195,            0.004258,            0.004258,            0.004258
                  89,            0.018788,           0.0091834,           0.0017353,             0.96688,             0.97223,             0.99117,             0.81731,            0.015223,           0.0045068,            0.002369,            0.004192,            0.004192,            0.004192
                  90,            0.019078,           0.0091475,           0.0018683,             0.98452,             0.97554,             0.99217,             0.82033,            0.015851,           0.0044447,            0.003585,            0.004126,            0.004126,            0.004126
                  91,            0.018708,           0.0090928,           0.0013602,             0.98241,             0.97715,             0.99311,             0.81632,            0.015773,           0.0045216,           0.0027589,             0.00406,             0.00406,             0.00406
                  92,            0.019081,            0.009364,           0.0019131,             0.97955,             0.97632,             0.98909,             0.82076,            0.016064,           0.0044601,           0.0025714,            0.003994,            0.003994,            0.003994
