               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  92,            0.038985,            0.049542,           0.0032355,              0.7909,             0.68625,             0.72088,             0.38627,            0.044034,            0.048384,           0.0080126,            0.006997,            0.006997,            0.006997
                  93,            0.038075,            0.051734,            0.002857,             0.79588,             0.65835,             0.71674,             0.37039,             0.04393,            0.049025,           0.0074017,            0.006964,            0.006964,            0.006964
                  94,            0.039299,            0.050505,           0.0030324,             0.77206,             0.66882,               0.716,             0.37462,            0.044562,            0.049624,           0.0063978,            0.006931,            0.006931,            0.006931
                  95,            0.039522,             0.04824,           0.0030261,             0.79532,             0.65604,             0.71774,              0.3983,            0.043958,            0.049947,           0.0067091,            0.006898,            0.006898,            0.006898
                  96,            0.040125,            0.049381,           0.0036326,             0.79852,             0.63175,             0.70257,              0.3831,            0.043762,            0.050243,           0.0072007,            0.006865,            0.006865,            0.006865
                  97,            0.039949,            0.052765,           0.0029881,             0.77605,              0.6501,             0.70863,             0.36811,            0.044955,            0.048864,           0.0072881,            0.006832,            0.006832,            0.006832
                  98,            0.039839,            0.053514,           0.0030473,             0.81429,             0.63595,             0.73034,             0.39041,            0.043704,            0.049566,           0.0066926,            0.006799,            0.006799,            0.006799
                  99,            0.038329,             0.04975,           0.0030232,             0.82106,              0.6483,             0.71969,             0.38838,            0.043642,            0.049745,           0.0065727,            0.006766,            0.006766,            0.006766
                 100,            0.038558,            0.048961,           0.0029122,             0.79253,             0.67354,             0.73857,             0.38967,            0.044402,            0.048875,            0.006329,            0.006733,            0.006733,            0.006733
                 101,            0.040038,            0.049187,           0.0032109,             0.76879,             0.67372,             0.72016,             0.38563,             0.04315,            0.049572,           0.0068405,              0.0067,              0.0067,              0.0067
                 102,            0.038735,            0.047157,           0.0027214,             0.80222,              0.6762,             0.72205,             0.37735,            0.044757,            0.049956,           0.0071208,            0.006667,            0.006667,            0.006667
                 103,            0.038845,            0.051154,           0.0029533,             0.79464,             0.66351,             0.71857,             0.38493,            0.043868,            0.049977,           0.0068372,            0.006634,            0.006634,            0.006634
                 104,            0.039708,            0.048646,           0.0031864,              0.7648,             0.67837,             0.72846,             0.38904,            0.043804,            0.049592,           0.0072109,            0.006601,            0.006601,            0.006601
                 105,             0.03772,            0.048816,           0.0030829,             0.75136,             0.66159,             0.71587,             0.38147,            0.043427,            0.049383,           0.0070462,            0.006568,            0.006568,            0.006568
                 106,            0.038605,            0.051213,            0.003281,             0.77009,             0.64531,             0.70934,             0.37063,            0.044414,            0.050015,            0.007559,            0.006535,            0.006535,            0.006535
                 107,            0.037909,            0.049836,           0.0027723,             0.79094,             0.67012,             0.74556,             0.39681,            0.043517,            0.050119,           0.0069894,            0.006502,            0.006502,            0.006502
                 108,            0.037537,            0.048577,            0.002642,             0.78285,             0.66754,             0.73213,             0.39062,            0.044155,            0.049609,           0.0070328,            0.006469,            0.006469,            0.006469
                 109,            0.038791,            0.051486,           0.0027656,             0.84168,             0.61773,             0.71203,             0.38065,            0.043693,            0.049394,           0.0076896,            0.006436,            0.006436,            0.006436
                 110,            0.037455,            0.050559,           0.0025526,              0.8199,             0.66473,             0.72877,             0.39413,            0.044133,            0.050198,           0.0068398,            0.006403,            0.006403,            0.006403
                 111,            0.037179,            0.052045,           0.0025081,             0.79392,             0.68853,             0.73299,             0.39013,            0.044062,            0.050103,           0.0077085,             0.00637,             0.00637,             0.00637
                 112,             0.03876,            0.052168,           0.0025257,             0.80487,             0.66972,             0.72805,              0.3951,            0.043884,            0.050163,           0.0067512,            0.006337,            0.006337,            0.006337
                 113,            0.037792,            0.048533,           0.0025904,             0.81491,             0.65382,             0.73021,             0.38924,            0.044755,            0.049788,           0.0068691,            0.006304,            0.006304,            0.006304
                 114,            0.037798,            0.050503,           0.0024189,             0.80779,             0.66841,             0.73275,             0.40297,            0.043535,            0.049001,            0.007047,            0.006271,            0.006271,            0.006271
                 115,            0.037805,            0.049156,           0.0023915,             0.81895,             0.66856,             0.73225,             0.39338,            0.044349,            0.048853,           0.0072649,            0.006238,            0.006238,            0.006238
                 116,            0.039224,             0.05008,            0.002468,             0.76424,             0.67909,             0.72809,             0.38036,            0.043841,            0.049878,           0.0071035,            0.006205,            0.006205,            0.006205
                 117,            0.036619,            0.048562,           0.0024611,             0.73472,             0.68557,             0.72715,               0.386,             0.04483,            0.048547,           0.0071409,            0.006172,            0.006172,            0.006172
                 118,            0.037419,            0.049415,           0.0025243,             0.77431,             0.70925,             0.73854,             0.40597,            0.043203,            0.049105,           0.0071408,            0.006139,            0.006139,            0.006139
                 119,            0.038716,            0.050254,           0.0023249,             0.85871,             0.64645,              0.7241,              0.4072,            0.043086,            0.051432,           0.0073348,            0.006106,            0.006106,            0.006106
                 120,            0.036301,            0.044964,           0.0022133,             0.82073,             0.63299,             0.71319,             0.39106,            0.044742,            0.051859,           0.0078489,            0.006073,            0.006073,            0.006073
                 121,            0.036053,            0.048755,           0.0026652,             0.80239,             0.65357,              0.7118,             0.40221,            0.043656,             0.05062,           0.0070679,             0.00604,             0.00604,             0.00604
                 122,            0.036777,            0.047487,           0.0026831,             0.80856,             0.67858,             0.72656,             0.41419,             0.04323,             0.05001,           0.0071733,            0.006007,            0.006007,            0.006007
                 123,            0.036908,            0.048238,           0.0024214,             0.74497,             0.70176,             0.73368,             0.40834,            0.042835,            0.049074,            0.007061,            0.005974,            0.005974,            0.005974
                 124,            0.037415,            0.048913,           0.0024765,             0.79957,             0.65434,             0.73801,             0.40982,            0.042894,            0.050137,            0.006825,            0.005941,            0.005941,            0.005941
                 125,            0.037938,            0.049981,           0.0025687,             0.72952,              0.7203,             0.72925,             0.39366,            0.043559,            0.049111,           0.0070671,            0.005908,            0.005908,            0.005908
                 126,            0.037099,            0.045629,           0.0024095,             0.74743,             0.67188,             0.71045,             0.39094,            0.043815,            0.049642,           0.0065105,            0.005875,            0.005875,            0.005875
                 127,            0.035492,            0.050757,           0.0023297,             0.78339,             0.65616,             0.71803,             0.37886,            0.045218,            0.050759,           0.0064483,            0.005842,            0.005842,            0.005842
                 128,            0.037283,            0.049347,           0.0023559,             0.78707,             0.65688,              0.7352,             0.40181,            0.043937,            0.049344,           0.0067514,            0.005809,            0.005809,            0.005809
                 129,            0.037486,            0.047053,           0.0025383,             0.78992,             0.67921,             0.72588,             0.39392,            0.043249,            0.050743,           0.0070647,            0.005776,            0.005776,            0.005776
                 130,             0.03629,            0.045782,           0.0022826,             0.77328,             0.67173,             0.72919,             0.40633,            0.043347,             0.05166,           0.0070878,            0.005743,            0.005743,            0.005743
                 131,            0.036204,            0.046671,           0.0025061,             0.74278,             0.66973,             0.70436,             0.38088,            0.044151,            0.051387,           0.0075839,             0.00571,             0.00571,             0.00571
                 132,            0.036314,            0.047142,           0.0022688,             0.81736,              0.6257,             0.71204,             0.37828,            0.044444,            0.051577,           0.0074323,            0.005677,            0.005677,            0.005677
